"Category","ServerName","Name","DisplayName","State","StartMode","StartName","PathName","Description"
"Service","LAB-DC01","CertPropSvc","Certificate Propagation","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","Copies user certificates and root certificates from smart cards into the current user's certificate store, detects when a smart card is inserted into a smart card reader, and, if needed, installs the smart card Plug and Play minidriver."
"Service","LAB-DC01","ClipSVC","Client License Service (ClipSVC)","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k wsappx","Provides infrastructure support for the Microsoft Store. This service is started on demand and if disabled applications bought using Windows Store will not behave correctly."
"Service","LAB-DC01","COMSysApp","COM+ System Application","Stopped","Manual","LocalSystem","C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped, most COM+-based components will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","CoreMessagingRegistrar","CoreMessaging","Running","Auto","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork","Manages communication between system components."
"Service","LAB-DC01","CryptSvc","Cryptographic Services","Running","Auto","NT Authority\NetworkService","C:\Windows\system32\svchost.exe -k NetworkService","Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","CscService","Offline Files","Stopped","Disabled","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state."
"Service","LAB-DC01","DcomLaunch","DCOM Server Process Launcher","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k DcomLaunch","The DCOMLAUNCH service launches COM and DCOM servers in response to object activation requests. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the DCOMLAUNCH service running."
"Service","LAB-DC01","DcpSvc","DataCollectionPublishingService","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k netsvcs","The DCP (Data Collection and Publishing) service supports first party apps to upload data to cloud."
"Service","LAB-DC01","defragsvc","Optimize drives","Stopped","Manual","localSystem","C:\Windows\system32\svchost.exe -k defragsvc","Helps the computer run more efficiently by optimizing files on storage drives."
"Service","LAB-DC01","DeviceAssociationService","Device Association Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Enables pairing between the system and wired or wireless devices."
"Service","LAB-DC01","DeviceInstall","Device Install Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k DcomLaunch","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability."
"Service","LAB-DC01","DevQueryBroker","DevQuery Background Discovery Broker","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Enables apps to discover devices with a backgroud task"
"Service","LAB-DC01","Dfs","DFS Namespace","Running","Auto","LocalSystem","C:\Windows\system32\dfssvc.exe","Enables you to group shared folders located on different servers into one or more logically structured namespaces. Each namespace appears to users as a single shared folder with a series of subfolders."
"Service","LAB-DC01","DFSR","DFS Replication","Running","Auto","LocalSystem","C:\Windows\system32\DFSRs.exe","Enables you to synchronize folders on multiple servers across local or wide area network (WAN) network connections. This service uses the Remote Differential Compression (RDC) protocol to update only the portions of files that have changed since the last replication."
"Service","LAB-DC01","Dhcp","DHCP Client","Running","Auto","NT Authority\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","Registers and updates IP addresses and DNS records for this computer. If this service is stopped, this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","diagnosticshub.standardcollector.service","Microsoft (R) Diagnostics Hub Standard Collector Service","Stopped","Manual","LocalSystem","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe","Diagnostics Hub Standard Collector Service. When running, this service collects real time ETW events and processes them."
"Service","LAB-DC01","DiagTrack","Connected User Experiences and Telemetry","Running","Auto","LocalSystem","C:\Windows\System32\svchost.exe -k utcsvc","The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics."
"Service","LAB-DC01","DmEnrollmentSvc","Device Management Enrollment Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","Performs Device Enrollment Activities for Device Management"
"Service","LAB-DC01","dmwappushservice","dmwappushsvc","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","WAP Push Message Routing Service"
"Service","LAB-DC01","DNS","DNS Server","Running","Auto","LocalSystem","C:\Windows\system32\dns.exe","Enables DNS clients to resolve DNS names by answering DNS queries and dynamic DNS update requests. If this service is stopped, DNS updates will not occur. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","Dnscache","DNS Client","Running","Auto","NT AUTHORITY\NetworkService","C:\Windows\system32\svchost.exe -k NetworkService","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","dot3svc","Wired AutoConfig","Stopped","Manual","localSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service."
"Service","LAB-DC01","DPS","Diagnostic Policy Service","Running","Auto","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork","The Diagnostic Policy Service enables problem detection, troubleshooting and resolution for Windows components.  If this service is stopped, diagnostics will no longer function."
"Service","LAB-DC01","DsmSvc","Device Setup Manager","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","Enables the detection, download and installation of device-related software. If this service is disabled, devices may be configured with outdated software, and may not work correctly."
"Service","LAB-DC01","DsRoleSvc","DS Role Server","Stopped","Manual","LocalSystem","C:\Windows\System32\lsass.exe","This service hosts the DS Role Server used for DC promotion, demotion, and cloning. If this service is disabled, these operations will fail."
"Service","LAB-DC01","DsSvc","Data Sharing Service","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","Provides data brokering between applications."
"Service","LAB-DC01","Eaphost","Extensible Authentication Protocol","Stopped","Manual","localSystem","C:\Windows\System32\svchost.exe -k netsvcs","The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication."
"Service","LAB-DC01","EFS","Encrypting File System (EFS)","Stopped","Manual","LocalSystem","C:\Windows\System32\lsass.exe","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files."
"Service","LAB-DC01","embeddedmode","Embedded Mode","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","The Embedded Mode service enables scenarios related to Background Applications.  Disabling this service will prevent Background Applications from being activated."
"Service","LAB-DC01","EntAppSvc","Enterprise App Management Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k appmodel","Enables enterprise application management."
"Service","LAB-DC01","EventLog","Windows Event Log","Running","Auto","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system."
"Service","LAB-DC01","EventSystem","COM+ Event System","Running","Auto","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalService","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","fdPHost","Function Discovery Provider Host","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalService","The FDPHOST service hosts the Function Discovery (FD) network discovery providers. These FD providers supply network discovery services for the Simple Services Discovery Protocol (SSDP) and Web Services – Discovery (WS-D) protocol. Stopping or disabling the FDPHOST service will disable network discovery for these protocols when using FD. When this service is unavailable, network services using FD and relying on these discovery protocols will be unable to find network devices or resources."
"Service","LAB-DC01","FDResPub","Function Discovery Resource Publication","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network."
"Service","LAB-DC01","FontCache","Windows Font Cache Service","Running","Auto","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalService","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance."
"Service","LAB-DC01","FrameServer","Windows Camera Frame Server","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k Camera","Enables multiple clients to access video frames from camera devices."
"Service","LAB-DC01","gpsvc","Group Policy Client","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled."
"Service","LAB-DC01","hidserv","Human Interface Device Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running."
"Service","LAB-DC01","HvHost","HV Host Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system."
"Service","LAB-DC01","icssvc","Windows Mobile Hotspot Service","Stopped","Manual","NT Authority\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","Provides the ability to share a cellular data connection with another device."
"Service","LAB-DC01","IKEEXT","IKE and AuthIP IPsec Keying Modules","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running."
"Service","LAB-DC01","iphlpsvc","IP Helper","Running","Auto","LocalSystem","C:\Windows\System32\svchost.exe -k NetSvcs","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer."
"Service","LAB-DC01","IsmServ","Intersite Messaging","Running","Auto","LocalSystem","C:\Windows\System32\ismserv.exe","Enables messages to be exchanged between computers running Windows Server sites. If this service is stopped, messages will not be exchanged, nor will site routing information be calculated for other services.  If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","Kdc","Kerberos Key Distribution Center","Running","Auto","LocalSystem","C:\Windows\System32\lsass.exe","This service, running on domain controllers, enables users to log on to the network using the Kerberos authentication protocol. If this service is stopped, users will be unable to log on to the network. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","KdsSvc","Microsoft Key Distribution Service","Stopped","Manual","LocalSystem","C:\Windows\system32\lsass.exe","This service is used to protect data through the Group Data Protection API. It is also used to support a number of system features including BitLocker on clustered volumes, Managed Service Accounts, and secure DNS. If this service is stopped, those features will no longer work."
"Service","LAB-DC01","KeyIso","CNG Key Isolation","Running","Manual","LocalSystem","C:\Windows\system32\lsass.exe","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements."
"Service","LAB-DC01","KPSSVC","KDC Proxy Server service (KPS)","Stopped","Manual","NT AUTHORITY\NetworkService","C:\Windows\system32\svchost.exe -k KpsSvcGroup","KDC Proxy Server service runs on edge servers to proxy Kerberos protocol messages to domain controllers on the corporate network."
"Service","LAB-DC01","KtmRm","KtmRm for Distributed Transaction Coordinator","Stopped","Manual","NT AUTHORITY\NetworkService","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","LanmanServer","Server","Running","Auto","LocalSystem","C:\Windows\System32\svchost.exe -k smbsvcs","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","LanmanWorkstation","Workstation","Running","Auto","NT AUTHORITY\NetworkService","C:\Windows\System32\svchost.exe -k NetworkService","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","lfsvc","Geolocation Service","Running","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences."
"Service","LAB-DC01","LicenseManager","Windows License Manager Service","Stopped","Manual","NT Authority\LocalService","C:\Windows\System32\svchost.exe -k LocalService","Provides infrastructure support for the Windows Store.  This service is started on demand and if disabled then content acquired through the Windows Store will not function properly."
"Service","LAB-DC01","lltdsvc","Link-Layer Topology Discovery Mapper","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalService","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly."
"Service","LAB-DC01","lmhosts","TCP/IP NetBIOS Helper","Running","Manual","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","LSM","Local Session Manager","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k DcomLaunch","Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability."
"Service","LAB-DC01","MapsBroker","Downloaded Maps Manager","Stopped","Auto","NT AUTHORITY\NetworkService","C:\Windows\System32\svchost.exe -k NetworkService","Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps."
"Service","LAB-DC01","MpsSvc","Windows Firewall","Running","Auto","NT Authority\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork","Windows Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network."
"Service","LAB-DC01","MSDTC","Distributed Transaction Coordinator","Running","Auto","NT AUTHORITY\NetworkService","C:\Windows\System32\msdtc.exe","Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","MSiSCSI","Microsoft iSCSI Initiator Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","msiserver","Windows Installer","Stopped","Manual","LocalSystem","C:\Windows\system32\msiexec.exe /V","Adds, modifies, and removes applications provided as a Windows Installer (*.msi, *.msp) package. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","NcaSvc","Network Connectivity Assistant","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k NetSvcs","Provides DirectAccess status notification for UI components"
"Service","LAB-DC01","NcbService","Network Connection Broker","Running","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","Brokers connections that allow Windows Store Apps to receive notifications from the internet."
"Service","LAB-DC01","Netlogon","Netlogon","Running","Auto","LocalSystem","C:\Windows\system32\lsass.exe","Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","Netman","Network Connections","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections."
"Service","LAB-DC01","netprofm","Network List Service","Running","Manual","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalService","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change."
"Service","LAB-DC01","NetSetupSvc","Network Setup Service","Stopped","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k netsvcs","The Network Setup Service manages the installation of network drivers and permits the configuration of low-level network settings.  If this service is stopped, any driver installations that are in-progress may be cancelled."
"Service","LAB-DC01","NetTcpPortSharing","Net.Tcp Port Sharing Service","Stopped","Disabled","NT AUTHORITY\LocalService","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","Provides ability to share TCP ports over the net.tcp protocol."
"Service","LAB-DC01","NgcCtnrSvc","Microsoft Passport Container","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service."
"Service","LAB-DC01","NgcSvc","Microsoft Passport","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Provides process isolation for cryptographic keys used to authenticate to a user’s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service."
"Service","LAB-DC01","NlaSvc","Network Location Awareness","Running","Auto","NT AUTHORITY\NetworkService","C:\Windows\System32\svchost.exe -k NetworkService","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","nsi","Network Store Interface Service","Running","Auto","NT Authority\LocalService","C:\Windows\system32\svchost.exe -k LocalService","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start."
"Service","LAB-DC01","NTDS","Active Directory Domain Services","Running","Auto","LocalSystem","C:\Windows\System32\lsass.exe","AD DS Domain Controller service. If this service is stopped, users will be unable to log on to the network. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","NtFrs","File Replication","Stopped","Disabled","LocalSystem","C:\Windows\system32\ntfrs.exe","Synchronizes folders with file servers that use File Replication Service (FRS) instead of the newer DFS Replication technology."
"Service","LAB-DC01","PcaSvc","Program Compatibility Assistant Service","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly."
"Service","LAB-DC01","PerfHost","Performance Counter DLL Host","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\SysWow64\perfhost.exe","Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs."
"Service","LAB-DC01","PhoneSvc","Phone Service","Stopped","Manual","NT Authority\LocalService","C:\Windows\system32\svchost.exe -k LocalService","Manages the telephony state on the device"
"Service","LAB-DC01","pla","Performance Logs & Alerts","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork","Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start."
"Service","LAB-DC01","PlugPlay","Plug and Play","Running","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k DcomLaunch","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability."
"Service","LAB-DC01","PolicyAgent","IPsec Policy Agent","Stopped","Manual","NT Authority\NetworkService","C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted","Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool ""netsh ipsec"".  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Firewall is not available when this service is stopped."
"Service","LAB-DC01","Power","Power","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k DcomLaunch","Manages power policy and power policy notification delivery."
"Service","LAB-DC01","PrintNotify","Printer Extensions and Notifications","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k print","This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won’t be able to see printer extensions or notifications."
"Service","LAB-DC01","ProfSvc","User Profile Service","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them."
